,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
29,46,variable,TCHWBKTM,"Teacher's Blended Scotch Whisky 750 ml, 1 L",1,0,visible,Highland Cream is the whisky that uses fully smoked peat single malt whisky. This gives it incredible depth and smoothness combined with a rich smokey undertone.,"The Teacher's Highland Cream brand was first registered in 1884 by William Teacher & Sons of Glasgow. The blend centres on liquid from Ardmore distillery, built by the Teachers in 1898 to ensure a constant supply of malt whisky for their blend, and includes around 30 other single malts.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, scotch, teachers, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/teachers-highland-cream-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Teacher's,,Blended Scotch Whisky,,,,,,,,,,,,,
30,47,simple,GTWDWBKTM,Grants Triple Wood Blended Scotch Whisky 1 L,1,0,visible,"Grant’s Triple Wood matures in Virgin Oak for robustness, American Oak for vanilla smoothness, and Bourbon refill for brown sugar sweetness, enhancing flavor.","Grant’s Triple Wood is matured in three different types of wood: Virgin Oak cask provides spicy robustness, American Oak lends subtle vanilla smoothness and Bourbon refill offers brown sugar sweetness, resulting in a smoother, richer, mellower taste.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7310.0,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","Blended, grants triple wood, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/grants-triple-wood-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Scotland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Grants Triple Wood,,Blended Scotch Whisky,,,,,,,,,,,,,
31,48,variable,CR12YOWBKTM,"Chivas Regal 12 Year Old Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Founded in 1801 by John and James Chivas in Aberdeen, Chivas Regal was born in 1843, blending fine whiskies for Queen Victoria.","Chivas Regal was founded in Aberdeen in 1801 by two brothers, John and James Chivas. The Chivas Brothers had a luxury store in Aberdeen from where they retailed goods they had imported from across the world. In 1843, Queen Victoria, staying at Balmoral, requested Cognac from their store but due to huge shortages of grapes in France, there was none to be had. The brothers selected from their finest whiskies to blend a whisky that would be good enough for the Queen and Chivas Regal was born.\n\nAged no less than 12 years, and with Speyside malt at its heart, Chivas Regal 12 year old is an unrivalled premium blended Scotch whisky.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","12 year old, Blended, chivas regal, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/chivas-regal-12-year-old-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,12 Year Old Whisky,1.0,0.0,12 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Fruit, Honey",1.0,0.0,Grape Varieties,,0.0,0.0,Chivas Regal 12 Year Old,,Blended Scotch Whisky,,Fresh Fruit &amp; Honey,,,,,,,,,,,
32,49,simple,CR13YOWBKTM,Chivas Regal 13 Year Old Sherry Cask Blended Scotch Whisky 1 L,1,0,visible,"Chivas Regal's blended Scotch whisky, aged 13 years in first-fill Oloroso sherry casks, offers a nutty, fruity nose and a spicy finish.",This blended Scotch whisky from Chivas Regal is a stunning sherry bomb! This expression spent 13 years maturing in first-fill Oloroso sherry casks.\n\nThe nose is nutty with sweet caramel and dried fruit. The palate is full of Christmas cake and pear before leading into a dry and subtly spicy finish.,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10500.0,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","13 year old, Blended, chivas regal, scotch, sherry cask, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/chivas-regal-13-year-old-sherry-cask-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Scotland,1.0,0.0,,Age,13 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Sweet, Spice",1.0,0.0,Grape Varieties,,0.0,0.0,Chivas Regal 13 Year Old Sherry Cask,,Blended Scotch Whisky,,Sweet &amp; Spicy,,,,,,,,,,,
33,50,simple,CR15YOWBKTM,Chivas Regal 15 Year Old Blended Scotch Whisky 1 L,1,0,visible,"Chivas Regal's blended Scotch whisky, rich and full-bodied, features fruity bursts, finished in Grande Champagne Cognac casks. Jammy, citrusy nose, sweet butterscotch palate, satisfying finish.","This blended Scotch whisky from Chivas Regal is an exceptionally elegant full-bodied expression, full of dramatic bursts of fruity flavours. This sweet dram contains some whisky that has been finished in Grande Champagne Cognac casks. \n\nThe nose is wonderfully rich with jammy notes and bright citrus. The palate has sweet butterscotch that is complemented by delicious notes of ripe orchard fruits before a sweet and satisfying finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,13480.0,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","15 year old, Blended, chivas regal, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/chivas-regal-15-year-old-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Scotland,1.0,0.0,,Age,15 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Sweet, Fruit",1.0,0.0,Grape Varieties,,0.0,0.0,Chivas Regal 15 Year Old,,Blended Scotch Whisky,,Sweet &amp; Orchard Fruits,,,,,,,,,,,
34,51,variable,CR18YOWBKTM,"Chivas Regal 18 Year Old Blended Scotch Whisky 750 ml, 1 L",1,0,visible,"Chivas 18-year-old blend combines over twenty rare single malts, offering 85 flavor notes. Its history traces back to 1909, defining luxury Scotch Whisky.","Chivas 18 year old is a uniquely rich and multi-layered blend that includes over twenty of Scotland's rarest single malt Scotch whiskies. With 85 flavour notes in every drop, each sip is a brand new discovery. Chivas Regal created the concept of a luxury Scotch Whisky when they launched a 25 Year Old in 1909. It was an exceptional blend and was shipped to New  Year Oldrk where it was enthusiastically received amongst the social elite of Manhattan. The fame of Chivas Regal soon spread across North America and across the rest of the world.\n\nAn attractively balanced and satisfying blend with a mellow and rich notes. A very soft texture, a smooth mouthfeel and an overall sweet taste with a hint of dryness and a lengthy finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Scotch Whisky, Whiskey & Scotch","18 year old, Blended, chivas regal, scotch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/chivas-regal-18-year-old-blended-scotch-whisky-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Scotland,1.0,0.0,Scotland,Age,18 Year Old Whisky,1.0,0.0,18 Year Old Whisky,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Apple, Spice",1.0,0.0,Grape Varieties,,0.0,0.0,Chivas Regal 18 Year Old,,Blended Scotch Whisky,,Apple &amp; Spicy,,,,,,,,,,,
35,52,simple,BFLT45WBKTM,Buffalo Trace 45% Bourbon American Whiskey 750 ml,1,0,visible,"Buffalo Trace Kentucky Straight Bourbon Whiskey, crafted in Franklin County, Kentucky, ages in new oak barrels, yielding a rich, complex taste.","Buffalo Trace Kentucky Straight Bourbon Whiskey is distilled, aged and bottled at its distillery in Franklin County, Kentucky. Made from the finest corn, rye and barley malt, the whiskey ages in new oak barrels for years in century old warehouses until the peak of maturity. The taste is rich and complex.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8500.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, buffalo trace, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/buffalo-trace-45-bourbon-american-whiskey-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,45%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Oak, Vanilla",1.0,0.0,Grape Varieties,,0.0,0.0,Buffalo Trace 45%,,Bourbon American Whiskey,,Oak &amp; Vanilla Taste,,,,,,,,,,,
36,53,simple,BFLT40WBKTM,Buffalo Trace 40% Bourbon American Whiskey 700 ml,1,0,visible,"Buffalo Trace Bourbon, crafted in Franklin County, Kentucky, matures in century-old warehouses, yielding a rich, complex taste from finest ingredients.","Buffalo Trace Kentucky Straight Bourbon Whiskey is distilled, aged and bottled at its distillery in Franklin County, Kentucky. Made from the finest corn, rye and barley malt, the whiskey ages in new oak barrels for years in century old warehouses until the peak of maturity. The taste is rich and complex.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7500.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, buffalo trace, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/buffalo-trace-40-bourbon-american-whiskey-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Oak, Vanilla",1.0,0.0,Grape Varieties,,0.0,0.0,Buffalo Trace 40%,,Bourbon American Whiskey,,Oak &amp; Vanilla Taste,,,,,,,,,,,
37,54,simple,KYTVWBKTM,Kentucky Tavern Bourbon American Whiskey 1 L,1,0,visible,"Kentucky Tavern Bourbon, born in the early 1900s by James Thompson, founder of Glenmore Distillery in Owensboro, KY, remains legendary.\n\n\n\n\n\n","First produced in the early 1900s, the legendary Kentucky Tavern Bourbon brand was created by whiskey pioneer James Thompson, who founded the famous Glenmore Distillery in Owensboro, KY.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7200.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, kentucky tavern, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/kentucky-tavern-bourbon-american-whiskey-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Kentucky Tavern,,Bourbon American Whiskey,,,,,,,,,,,,,
38,55,simple,KYGMWBKTM,Kentucky Gentlemen Bourbon American Whiskey 750 ml,1,0,visible,"\nKentucky Gentleman whiskey, from Sazerac's Barton 1792 distillery in Bardstown, KY, is a blend of 51% bourbon and 49% neutral grain spirits.","Kentucky Gentleman is a brand of whiskey produced by the Sazerac Company at its Barton 1792 distillery in Bardstown, Kentucky. The brand was sold as a blend of 51% straight bourbon and 49% neutral grain spirits and bottled at 40% alcohol by volume (80 U.S. proof).",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5600.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, kentucky gentlemen, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/kentucky-gentlemen-bourbon-american-whiskey-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Kentucky Gentlemen,,Bourbon American Whiskey,,,,,,,,,,,,,
39,56,simple,MKMWBKTM,Makers Mark Bourbon American Whiskey 1 L,1,0,visible,"Maker's Mark Bourbon, renowned for its iconic red wax bottles and sweet flavor profile, uses wheat in the mashbill for richness.","Maker's Mark stands out as a smooth and approachable bourbon, offering a satisfyingly easy finish. This marked a notable departure from the intense heat and harshness of other whiskies of its time, making it a truly revolutionary concept.\n\nCrafted using the traditional sour-mash method, Maker's Mark is a testament to hand-made bourbon production. Its distinctive red wax seal serves as a hallmark of quality and craftsmanship.\n\nWhile Maker's Mark undoubtedly enhances any cocktail it graces, many aficionados still prefer to enjoy it neat or over ice, perhaps with a splash of water to unlock its full flavor profile.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10300.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, makers mark, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/makers-mark-46-bourbon-american-whiskey-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,45%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Caramel, Vanilla, Oak",1.0,0.0,Grape Varieties,,0.0,0.0,Makers Mark,,Bourbon American Whiskey,,"Rich, Caramel, Vanilla &amp; Oak",,,,,,,,,,,
40,57,simple,WFRSWBKTM,Woodford Reserve Bourbon American Whiskey 750 ml,1,0,visible,"Woodford Reserve, the only bourbon triple-distilled in copper pots, features finest corn, barley, and rye, aged in hand-selected oak barrels. Highly awarded and beloved.","The only bourbon in the world to be triple-distilled in traditional copper pots, Woodford Reserve is made from the finest corn, barley and rye.\n\nIt is handcrafted in small batches before maturing through the extreme hot and cold of the Kentucky seasons in hand-selected barrels made from American white oak.\n\nA highly-awarded bourbon recognised and loved by whiskey connoisseurs.\n\nEnjoy the rich taste. Perfect in the Woodford Old Fashioned.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7780.0,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, whisky, woodford reserve",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/woodford-reserve-bourbon-american-whiskey-700-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,43%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,Coconut,1.0,0.0,Grape Varieties,,0.0,0.0,Woodford Reserve,,Bourbon American Whiskey,,Rich &amp; Coconut,,,,,,,,,,,
41,58,variable,JBBKWBKTM,"Jim Beam Black Bourbon American Whiskey 700 ml, 1 L",1,0,visible,"Jim Beam Black Label Bourbon, triple-aged for 6 years, offers an intense, complex flavor with winter spice notes. Ideal for Mint Julep or sipping neat.","The world's most famous name in Bourbon, Jim Beam, provide a even more intense and complex Bourbon experience with their Black Label Bourbon. Triple Aged for 6 years, this extra aging in barrel gives the Bourbon a fuller flavour that takes on some great winter spice notes such as cinnamon and nutmeg. Perfect for making a Mint Julep, mixing with Ginger Beer or served on its own over ice.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, jim beam black, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jim-beam-black-bourbon-american-whiskey-750-l.webp,,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,43%,1.0,0.0,43%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Jim Beam Black,,Bourbon American Whiskey,,,,,,,,Glass,,,,,
42,59,variable,JBWTWBKTM,"Jim Beam White Bourbon American Whiskey 750 ml, 1 L",1,0,visible,"An iconic American whiskey, proudly labeled ""the world's No.1 bourbon,"" distilled since 1795, aged four years, presenting oaky vanilla with spicy notes.","This iconic American whiskey proudly states on its label 'the world's No.1 bourbon' and has been a fixture in bars around the world since it was first distilled in 1795. Matured for four years in newly charred American white oak casks, it is bottled at 40% abv.\n\nThe nose is full of oaky vanilla with a spicy backdrop. The palate is mellow and smooth with sweet caramel and vanilla, before a long and lingering finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","american, Bourbon, jim beam white, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jim-beam-white-bourbon-american-whiskey-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Caramel",1.0,0.0,Grape Varieties,,0.0,0.0,Jim Beam White,,Bourbon American Whiskey,,Vanilla &amp; Caramel,,,,,,Glass,,,,,
43,60,simple,SB1792WBKTM,Small Batch 1792 Bourbon American Whiskey,1,0,visible,"1792 Bourbon, commemorating Kentucky's statehood in 1792, features a ""high rye"" recipe, marrying select barrels for a balanced, spicy oak finish.","Kentucky- 1792 is the year that Kentucky became a state, and the bottling of this special Bourbon commemorates that date. Made from 1792's signature ""high rye"" recipe and the marriage of select barrels. Classic balance of spice and oak leads to a long dry finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Bourbon Whiskey, Whiskey & Scotch","1792, american, Bourbon, small batch, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/small-batch-1792-bourbon-american-whiskey.webp,,,,,,,,,0,Country,USA,1.0,0,,Age,,0.0,0.0,,ABV,47%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,,Colour,,0.0,0.0,Flavour,"Vanilla, Oak, Spice",1.0,0.0,,Grape Varieties,,0.0,0.0,,,,,Small Batch 1792,,Bourbon American Whiskey,,"Vanilla, Oak, &amp; Spice",,,,,,,,,,,
44,61,simple,SRRWBKTM,Sazerac Rye American Whiskey 750 ml,1,0,visible,"Sazerac Rye, the New Orleans original, embodies the city's vibrant tradition, named after the iconic Sazerac Bar. Spicy, citrusy, with hints of liquorice.","The one and only New Orleans original, Sazerac Rye whiskey symbolises the tradition and history of vibrant and colourful New Orleans. This rye is named after the famous art deco Sazerac Bar - the home of America's first cocktail: The Sazerac. Warming cloves, vanilla, star anise and pepper on the nose with a spicy palate of candied spice and citrus zest finishing off with smooth hints of liquorice.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8800.0,"Whiskey & Scotch > American Rye Whiskey, Whiskey & Scotch","american, Rye, sacerac rye, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/sazerac-rye-american-whiskey-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,45%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Sweet, Orange Zest",1.0,0.0,Grape Varieties,,0.0,0.0,Sazerac,,Rye American Whiskey,,Sweet &amp; Orange Zest,,,,,,,,,,,
45,62,simple,,Replace Jack Daniel’s Tennessee American Whiskey,0,0,visible,"Jack Daniel's first whiskey with a unique mash-bill since Prohibition, featuring 70% rye, 18% corn, 12% malted barley, and charcoal filtration.","First released in 2017, this is the first whiskey from Jack Daniel's with a different mash-bill from the standard Tennessee Whiskey since the prohibition. Created with 70% rye, 18% corn and 12% malted barley using the same charcoal filtration as normal Jack Daniel's bourbons.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Rye Whiskey, Whiskey & Scotch","american, jack daniels, jd, Rye, tennessee rye, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jack-daniels-gentleman-jack-tennessee-american-whiskey-1.webp,,,,,,,,,0,Country,USA,1.0,0,,Age,,0.0,0.0,,ABV,45%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,,Colour,,0.0,0.0,Flavour,"Cinnamon, Apple",1.0,0.0,,Grape Varieties,,0.0,0.0,,,,,Replace Jack Daniel’s,field_663f88db36702,Tennessee American Whiskey,field_663f893236703,Cinnamon &amp; Apple,field_663f89a536704,,field_6641ab1530a93,JD,field_6701106f7ade4,,,,,,
46,63,variable,JDTWBKTM,"Jack Daniel’s Tennessee American Whiskey 750 ml, 1 L",1,0,visible,"Jack Daniel's, the world's top-selling whiskey, originates from America's oldest registered distillery, renowned for its unique charcoal mellowing process and timeless craftsmanship.","Jack Daniel's is the world's best selling whiskey and comes from America's oldest registered distillery.\n\nThe Legend of Old No. 7 – was it simply his lucky number? Some say that Jack Daniel had seven girlfriends or the #7 train carried his barrels. Only Mr. Jack knows the real reason. They do things a little differently around Jack Daniel’s – and that’s what gives Jack Daniel’s its distinctive character. They charcoal mellow the whiskey drop by drop, then let it age in their own handcrafted barrels… and they don’t follow a calendar.\n\nCharcoal mellowed drop by drop, the Tennessee Sippin’ Whiskey is ready only when the tasters say it is. They use their senses, just like Jack Daniel himself did. In fact, more than a century later, the Tennessee Whiskey is still judged the same way. By the way it looks. By the way it smells. And, of course, by the way it tastes.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Tennessee Whiskey, Whiskey & Scotch","american, jack daniels, jd, tennessee, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jack-daniels-tennessee-sour-mash-american-whiskey-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Spice",1.0,0.0,Grape Varieties,,0.0,0.0,Jack Daniel’s,field_663f88db36702,Tennessee American Whiskey,field_663f893236703,Vanilla &amp; Spicy,field_663f89a536704,,field_6641ab1530a93,JD,field_6701106f7ade4,,,,,,
47,64,variable,JDHWBKTM,"Jack Daniel’s Honey Tennessee American Whiskey 700 ml, 1 L",1,0,visible,Jack Daniel's Tennessee Honey blends Tennessee Whiskey with honey liqueur for a distinctively smooth taste. Perfect over ice or with lemonade.,"Jack Daniel's Tennessee Honey is a blend of Jack Daniel's Tennessee Whiskey and a unique honey liqueur giving a taste that's one-of-a-kind and unmistakably Jack.\n\nWith hints of honey and a finish that's naturally smooth, Jack Daniel's Tennessee Honey is something special. Enjoy Jack Daniel's Tennessee Honey over ice, chilled or long with lemonade.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Tennessee Whiskey, Whiskey & Scotch","american, honey, jack daniels, jd, tennessee, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jack-daniels-honey-tennessee-american-whiskey-750-ml-1-l.webp,,,,,,,,,0,Volume,"1 L, 700 ml",1.0,1,700 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,35%,1.0,0.0,35%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Honey, Sweet",1.0,0.0,Grape Varieties,,0.0,0.0,Jack Daniel’s Honey,field_663f88db36702,Tennessee American Whiskey,field_663f893236703,Honey &amp; Sweet,field_663f89a536704,,field_6641ab1530a93,JD,field_6701106f7ade4,,,,,,
